0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
0,0,0,0,0,1
1710200316687,0.000,0.000,0.000,0.000,0,0
1,-302.295,321.772,938.296
1710200316721,0.000,0.000,0.000,0.000,0,0
1,-298.530,326.800,941.516
1710200316753,0.000,0.000,0.000,0.000,0,0
1,-294.336,337.771,942.970
1710200316787,0.000,0.000,0.000,0.000,0,0
1,-292.083,345.466,939.636
1710200316821,0.000,0.000,0.000,0.000,0,0
1,-290.650,347.806,935.019
1710200316853,0.000,0.000,0.000,0.000,0,0
1,-289.329,347.220,931.975
1710200316886,0.000,0.000,0.000,0.000,0,0
1,-287.469,346.721,930.937
1710200316916,0.000,0.000,0.000,0.000,0,0
1,-285.509,346.710,931.191
1710200316945,0.000,0.000,0.000,0.000,0,0
1,-283.907,346.931,932.330
1710200316979,0.000,0.000,0.000,0.000,0,0
1,-282.395,346.871,935.009
1710200317017,0.000,0.000,414.924,805.404,1,0
1,-280.656,346.945,938.857
1710200317050,-77.889,1163.179,410.860,806.560,1,0
1,-278.946,347.236,942.756
1710200317083,0.000,0.000,409.091,805.814,1,0
1,-277.114,347.526,946.331
1710200317115,0.000,0.000,402.868,806.390,1,0
1,-275.060,347.953,949.287
1710200317149,0.000,0.000,386.082,813.670,1,0
1,-273.203,348.475,951.960
1710200317180,-120.122,1129.235,0.000,0.000,1,0
1,-271.301,349.540,954.445
1710200317213,-120.122,1129.235,0.000,0.000,1,0
1,-269.737,351.049,957.251
1710200317246,-120.122,1129.235,0.000,0.000,1,0
1,-268.123,353.833,960.035
1710200317279,0.000,0.000,0.000,0.000,0,0
1,-262.437,359.659,962.683
1710200317312,0.000,0.000,0.000,0.000,0,0
1,-252.854,366.797,965.034
1710200317349,0.000,0.000,0.000,0.000,0,0
1,-238.572,374.191,967.103
1710200317390,0.000,0.000,331.517,905.593,1,0
1,-221.529,381.075,968.639
1710200317418,0.000,0.000,0.000,0.000,0,0
1,-203.007,387.990,969.662
1710200317450,0.000,0.000,0.000,0.000,0,0
1,-184.126,393.176,970.293
1710200317484,0.000,0.000,0.000,0.000,0,0
1,-166.990,395.977,970.834
1710200317517,0.000,0.000,0.000,0.000,0,0
1,-151.700,396.795,971.228
1710200317550,0.000,0.000,0.000,0.000,0,0
1,-138.055,396.627,971.595
1710200317584,0.000,0.000,0.000,0.000,0,0
1,-126.935,396.445,971.852
1710200317618,0.000,0.000,0.000,0.000,0,0
1,-116.931,395.998,972.063
1710200317651,0.000,0.000,0.000,0.000,0,0
1,-107.875,395.527,972.215
1710200317683,0.000,0.000,0.000,0.000,0,0
1,-99.313,395.110,972.311
1710200317718,0.000,0.000,0.000,0.000,0,0
1,-92.112,394.820,972.278
1710200317750,0.000,0.000,0.000,0.000,0,0
1,-86.337,394.640,971.675
1710200317784,0.000,0.000,0.000,0.000,0,0
1,-81.757,394.594,970.209
1710200317818,0.000,0.000,0.000,0.000,0,0
1,-78.975,394.663,968.115
1710200317851,0.000,0.000,0.000,0.000,0,0
1,-77.640,394.827,965.160
1710200317889,0.000,0.000,343.488,957.557,1,0
1,-76.900,395.006,961.856
1710200317918,0.000,0.000,0.000,0.000,0,0
1,-76.532,395.114,958.875
1710200317951,0.000,0.000,0.000,0.000,0,0
1,-76.354,395.090,956.635
1710200317985,0.000,0.000,0.000,0.000,0,0
1,-76.272,394.907,955.381
1710200318018,0.000,0.000,0.000,0.000,0,0
1,-76.229,394.542,954.793
1710200318051,0.000,0.000,0.000,0.000,0,0
1,-76.180,391.657,954.532
1710200318085,-248.746,993.153,0.000,0.000,1,0
1,-76.105,387.151,954.151
1710200318119,-253.472,990.619,0.000,0.000,1,0
1,-75.908,380.998,953.621
1710200318150,-249.246,992.126,0.000,0.000,1,0
1,-75.233,371.421,952.889
1710200318186,-251.775,989.252,0.000,0.000,1,0
1,-73.615,361.755,952.520
1710200318219,-256.910,985.822,0.000,0.000,1,0
1,-72.223,355.105,952.413
1710200318251,-263.752,981.234,0.000,0.000,1,0
1,-70.958,348.011,952.364
1710200318283,-271.879,980.459,0.000,0.000,1,0
1,-68.502,341.849,952.184
1710200318318,-270.844,979.928,0.000,0.000,1,0
1,-63.725,336.501,952.124
1710200318350,-273.029,980.842,0.000,0.000,1,0
1,-57.155,332.143,951.987
1710200318385,-276.856,980.317,0.000,0.000,1,0
1,-49.742,328.056,952.033
1710200318419,-281.737,981.962,0.000,0.000,1,0
1,-44.534,325.058,952.018
1710200318450,-285.773,980.796,0.000,0.000,1,0
1,-42.333,326.392,951.643
1710200318485,-284.237,984.432,0.000,0.000,1,0
1,-42.087,330.937,950.990
1710200318521,-282.719,982.898,0.000,0.000,1,0
1,-42.594,337.055,950.227
1710200318553,-282.109,987.443,0.000,0.000,1,0
1,-43.217,342.520,949.550
1710200318585,-280.390,983.468,0.000,0.000,1,0
1,-45.904,346.531,948.951
